class_of_price,host_response_rate,host_is_superhost,is_center,neighbourhood_cleansed,number_of_reviews,review_scores_rating,long_term_stays_allowed,washer,dishes_and_silverware,kitchen,cooking_basics,hair_dryer,tv,hangers,essentials,hot_water,bed_linens,heating,iron,dedicated_workspace,shampoo,wifi,air_conditioning,elevator,microwave,stove,coffee_maker,dishwasher,oven,refrigerator
medium,always_responds,False,True,loreto,no_reviews,low_rating,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False
medium,always_responds,False,True,xxii_marzo,some_reviews,low_rating,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True
affordable,always_responds,False,False,bande_nere,lot_of_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,False,viale_monza,some_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
affordable,always_responds,False,False,citta_studi,lot_of_reviews,low_rating,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,buenos_aires,some_reviews,low_rating,True,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,navigli,no_reviews,top_rating,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False
economy,always_responds,False,False,magenta_vittore,lot_of_reviews,nice_rating,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True
medium,always_responds,False,False,magenta_vittore,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True
medium,always_responds,True,True,navigli,lot_of_reviews,nice_rating,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False
medium,always_responds,False,False,viale_monza,lot_of_reviews,low_rating,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True
medium,always_responds,False,True,xxii_marzo,lot_of_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False
medium,never_responds,False,True,buenos_aires,few_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,navigli,some_reviews,low_rating,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
expensive,always_responds,False,True,guastalla,no_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
affordable,always_responds,False,False,viale_monza,lot_of_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,True,True,brera,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True
economy,usually_responds,False,False,selinunte,some_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True
medium,usually_responds,False,False,umbria,lot_of_reviews,low_rating,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True
medium,usually_responds,False,False,bande_nere,some_reviews,low_rating,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False
medium,always_responds,True,False,de_angeli_rosa,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True
medium,always_responds,False,False,lodi,some_reviews,low_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False
expensive,usually_responds,False,True,duomo,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True
medium,always_responds,False,True,ticinese,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
expensive,always_responds,False,True,washington,lot_of_reviews,nice_rating,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
medium,always_responds,False,False,parco_forlanini,no_reviews,good_rating,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
medium,always_responds,False,True,navigli,some_reviews,low_rating,False,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False,False
affordable,always_responds,True,False,niguarda_granda,lot_of_reviews,nice_rating,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True
economy,always_responds,False,False,citta_studi,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True
medium,always_responds,False,True,duomo,some_reviews,low_rating,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True
medium,always_responds,False,True,duomo,lot_of_reviews,low_rating,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,False,True
medium,always_responds,False,True,duomo,no_reviews,top_rating,True,True,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,False,False,False,True,True
medium,always_responds,False,True,pagano,some_reviews,good_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True
medium,often_responds,False,False,tibaldi,some_reviews,low_rating,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
expensive,always_responds,False,True,washington,no_reviews,good_rating,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False
medium,always_responds,False,True,washington,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False
medium,often_responds,False,True,duomo,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,True,False,True
medium,always_responds,False,True,ticinese,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
economy,always_responds,False,False,parco_forlanini,lot_of_reviews,low_rating,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True
medium,never_responds,False,True,isola,some_reviews,low_rating,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True
medium,always_responds,False,True,brera,no_reviews,good_rating,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
medium,often_responds,False,True,duomo,lot_of_reviews,low_rating,True,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,False,False
medium,always_responds,False,False,de_angeli_rosa,lot_of_reviews,low_rating,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False,False
medium,always_responds,False,True,isola,lot_of_reviews,low_rating,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True
medium,always_responds,False,True,tortona,lot_of_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True
medium,always_responds,False,True,garibaldi_repubblica,lot_of_reviews,nice_rating,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True
medium,always_responds,False,True,duomo,some_reviews,low_rating,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,True,False,False,True
medium,always_responds,False,True,tortona,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,True,True
medium,always_responds,True,True,pagano,lot_of_reviews,nice_rating,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,True
